(107,138)
(107,199)
(107,273)
(107,408)
(107,543)
(167,206)
(167,266)
(167,334)
(167,341)
(167,401)
(167,409)
(167,469)
(167,544)
(167,604)
(168,477)
(169,138)
(176,206)
(176,266)
(176,274)
(176,334)
(176,341)
(176,401)
(176,409)
(176,469)
(176,544)
(176,604)
(176,612)
(235,198)
(235,206)
(235,266)
(235,274)
(235,333)
(235,342)
(235,401)
(235,409)
(235,469)
(235,477)
(235,536)
(235,544)
(235,604)
(235,612)
(243,198)
(243,206)
(243,266)
(243,274)
(243,333)
(243,342)
(243,401)
(243,409)
(243,469)
(243,477)
(243,536)
(243,544)
(243,604)
(243,612)
(302,206)
(302,266)
(302,274)
(302,341)
(302,401)
(302,409)
(302,469)
(302,544)
(302,604)
(302,612)
(309,672)
(311,206)
(311,266)
(311,334)
(311,341)
(311,401)
(311,409)
(311,469)
(311,544)
(311,604)
(370,198)
(370,206)
(370,266)
(370,274)
(370,333)
(370,342)
(370,401)
(370,409)
(370,468)
(370,477)
(370,536)
(370,604)
(370,612)
(378,198)
(378,206)
(378,266)
(378,274)
(378,333)
(378,342)
(378,401)
(378,409)
(378,469)
(378,477)
(378,536)
(378,544)
(378,604)
(378,612)
(437,198)
(437,206)
(437,266)
(437,274)
(437,341)
(437,401)
(437,409)
(437,469)
(437,536)
(437,544)
(437,604)
(437,612)
(444,672)
(445,198)
(445,274)
(445,333)
(445,477)
(445,536)
(445,612)
(446,206)
(446,266)
(446,341)
(446,409)
(446,469)
(446,544)
(446,604)
(506,267)
(506,402)
(506,476)
(506,537)
(506,611)
(506,672)
(111,141)
(111,333)
(111,411)
(111,547)
(111,603)
(165,195)
(165,211)
(165,263)
(165,279)
(165,331)
(165,345)
(165,399)
(165,413)
(165,467)
(165,481)
(165,549)
(165,601)
(165,617)
(167,141)
(179,195)
(179,211)
(179,263)
(179,279)
(179,331)
(179,481)
(179,533)
(179,549)
(179,601)
(179,617)
(181,345)
(181,399)
(181,413)
(181,467)
(233,195)
(233,211)
(233,263)
(233,279)
(233,331)
(233,345)
(233,399)
(233,413)
(233,467)
(233,481)
(233,533)
(233,549)
(233,601)
(233,617)
(235,671)
(245,141)
(247,195)
(247,211)
(247,263)
(247,279)
(247,331)
(247,345)
(247,399)
(247,413)
(247,467)
(247,481)
(247,533)
(247,549)
(247,601)
(247,617)
(299,345)
(299,399)
(299,413)
(299,467)
(301,195)
(301,211)
(301,263)
(301,279)
(301,331)
(301,481)
(301,533)
(301,549)
(301,601)
(301,617)
(313,671)
(315,195)
(315,211)
(315,263)
(315,279)
(315,331)
(315,345)
(315,399)
(315,413)
(315,467)
(315,481)
(315,549)
(315,601)
(315,617)
(367,197)
(367,211)
(367,263)
(367,331)
(367,345)
(367,399)
(367,413)
(367,467)
(367,481)
(367,535)
(367,549)
(369,671)
(381,141)
(383,197)
(383,331)
(383,345)
(383,399)
(383,413)
(383,467)
(383,481)
(383,535)
(435,195)
(435,211)
(435,263)
(435,279)
(435,331)
(435,345)
(435,399)
(435,413)
(435,467)
(435,481)
(435,533)
(435,549)
(435,601)
(435,617)
(437,141)
(449,195)
(449,211)
(449,263)
(449,279)
(449,331)
(449,347)
(449,399)
(449,413)
(449,481)
(449,533)
(449,549)
(449,601)
(449,617)
(451,467)
(505,209)
(505,265)
(505,345)
(505,535)
(505,615)
(117,149)
(117,329)
(117,465)
(117,553)
(161,193)
(161,221)
(161,257)
(161,285)
(161,325)
(161,353)
(161,393)
(161,421)
(161,461)
(161,489)
(161,529)
(161,557)
(161,597)
(161,625)
(165,149)
(185,669)
(189,193)
(189,217)
(189,261)
(189,285)
(189,325)
(189,353)
(189,393)
(189,421)
(189,461)
(189,489)
(189,529)
(189,557)
(189,597)
(189,625)
(229,189)
(229,221)
(229,257)
(229,289)
(229,325)
(229,353)
(229,393)
(229,421)
(229,461)
(229,489)
(229,529)
(229,557)
(229,597)
(229,625)
(257,193)
(257,217)
(257,261)
(257,285)
(257,353)
(257,393)
(257,421)
(257,461)
(257,489)
(257,529)
(257,557)
(257,597)
(257,625)
(297,189)
(297,221)
(297,257)
(297,289)
(297,325)
(297,393)
(297,421)
(297,461)
(297,489)
(297,529)
(297,557)
(297,597)
(297,625)
(321,325)
(321,393)
(321,669)
(325,193)
(325,217)
(325,261)
(325,285)
(325,353)
(325,421)
(325,489)
(325,529)
(325,557)
(325,597)
(325,625)
(361,193)
(361,285)
(361,353)
(361,421)
(361,489)
(365,221)
(365,257)
(365,325)
(365,393)
(365,461)
(365,529)
(365,597)
(365,625)
(365,669)
(389,221)
(389,257)
(389,325)
(389,393)
(389,461)
(389,529)
(389,557)
(389,597)
(389,625)
(393,193)
(393,285)
(393,353)
(393,421)
(393,489)
(429,193)
(429,217)
(429,261)
(429,285)
(429,329)
(429,353)
(429,421)
(429,489)
(429,529)
(429,557)
(429,597)
(429,625)
(457,189)
(457,221)
(457,257)
(457,289)
(457,325)
(457,353)
(457,393)
(457,421)
(457,461)
(457,489)
(457,529)
(457,557)
(457,597)
(457,625)
(501,397)
(501,485)
(501,533)
(501,621)
(501,669)
